Brand,Series,Consumption,EnergyClass,Colour,Weight,Diagonal,IsSmart,Resolution,Depth,Doors,HasFreezer,Height,Volume,Width,Type,Price
Samsung,series 2,91,A++,green,21,123,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,647
Sony,series 6,99,A,blue,19,60,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,579
Sony,series 1,90,C,green,21,108,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,232
Panasonic,series 2,97,A++,yellow,19,125,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,554
Philips,series 4,97,A,gray,19,60,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,264
Panasonic,series 2,90,B,red,20,214,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,578
Samsung,series 2,78,B,blue,20,60,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,293
LG,series 2,92,C,blue,19,214,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,344
HORIZON,series 5,90,B,silver,21,80,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,537
Panasonic,series 4,80,A+,brown,21,125,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,617
Philips,series 2,92,A+,yellow,19,214,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,639
Philips,series 1,92,B,silver,21,60,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,507
Samsung,series 6,90,A+++,blue,21,125,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,457
Xiaomi,series 2,95,A++,silver,20,214,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,298
Panasonic,series 4,99,A,gray,19,123,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,259
LG,series 1,90,A+++,silver,21,214,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,357
HORIZON,series 3,91,A+,blue,19,108,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,224
HORIZON,series 3,92,A+++,gray,21,214,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,587
Philips,series 3,90,A++,brown,19,80,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,594
Sony,series 2,97,B,red,21,125,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,577
Sony,series 5,78,A++,gray,22,60,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,306
Sony,series 6,99,A++,yellow,21,214,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,387
Philips,series 6,90,A+++,red,22,125,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,716
Sony,series 6,91,A++,silver,23,80,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,625
Panasonic,series 4,85,A++,silver,20,80,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,558
HORIZON,series 4,80,A,gray,22,60,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,211
Sony,series 5,91,D,green,20,80,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,283
Samsung,series 6,85,D,yellow,21,108,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,692
Panasonic,series 3,97,A+,brown,19,108,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,229
Sony,series 3,78,B,red,21,108,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,592
Samsung,series 4,91,A+,yellow,20,108,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,663
Philips,series 2,92,D,gray,20,80,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,538
LG,series 4,97,C,gray,20,60,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,573
Xiaomi,series 6,90,A+++,red,19,214,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,399
Panasonic,series 5,91,D,red,21,108,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,262
Sony,series 6,80,D,blue,23,214,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,695
Xiaomi,series 5,97,C,red,23,60,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,530
Samsung,series 2,97,C,brown,21,125,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,332
Sony,series 3,80,D,silver,19,214,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,639
HORIZON,series 3,95,D,gray,19,123,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,214
Samsung,series 1,78,A++,brown,22,60,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,586
LG,series 4,90,A++,silver,19,214,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,414
Xiaomi,series 3,80,B,silver,20,123,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,288
Philips,series 1,85,A+,gray,23,60,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,230
Sony,series 3,85,D,silver,22,60,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,231
Sony,series 3,78,D,yellow,19,214,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,644
LG,series 4,91,A,blue,19,108,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,639
HORIZON,series 5,80,A,gray,20,214,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,633
Sony,series 2,85,A,green,19,214,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,329
Xiaomi,series 6,85,A+,brown,21,123,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,652
Panasonic,series 2,92,A+++,gray,20,123,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,548
Sony,series 2,95,D,gray,22,123,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,551
Xiaomi,series 5,95,D,green,19,60,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,234
LG,series 6,91,B,brown,20,214,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,433
Samsung,series 1,97,D,blue,21,214,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,627
Samsung,series 2,92,C,yellow,19,108,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,604
Xiaomi,series 2,78,A+,gray,23,123,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,280
Philips,series 5,99,A++,blue,21,214,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,687
Samsung,series 6,85,B,green,22,214,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,461
Xiaomi,series 6,95,A,green,22,123,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,626
Sony,series 1,78,A++,silver,23,108,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,265
Samsung,series 6,95,B,brown,21,60,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,642
Philips,series 3,97,B,silver,21,80,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,557
Sony,series 4,90,A,yellow,23,125,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,640
Philips,series 6,80,A++,green,22,125,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,721
LG,series 1,78,C,blue,22,108,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,586
Philips,series 2,78,B,silver,22,125,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,631
Xiaomi,series 1,91,A,green,21,80,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,197
LG,series 2,95,A+++,red,20,108,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,603
LG,series 5,97,A,gray,21,60,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,602
Panasonic,series 6,80,A+++,red,20,125,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,368
Panasonic,series 3,95,D,blue,21,123,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,532
Samsung,series 5,78,C,yellow,21,123,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,707
Panasonic,series 1,97,A,yellow,19,80,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,464
HORIZON,series 4,85,B,yellow,19,214,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,304
Samsung,series 3,92,C,yellow,19,80,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,604
Sony,series 6,92,B,silver,21,108,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,327
Sony,series 6,85,A+,gray,21,214,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,412
Philips,series 2,97,A++,silver,22,214,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,331
HORIZON,series 2,91,A,brown,20,80,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,178
LG,series 4,92,D,yellow,21,108,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,317
Sony,series 5,90,C,blue,21,214,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,672
HORIZON,series 1,97,A+++,silver,20,108,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,478
HORIZON,series 1,97,A,brown,22,214,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,521
Panasonic,series 3,99,C,blue,20,125,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,548
Panasonic,series 6,90,B,silver,20,60,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,258
Samsung,series 1,99,A,blue,22,80,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,556
Xiaomi,series 3,80,A+++,yellow,23,214,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,345
Xiaomi,series 6,97,A+,brown,21,80,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,587
Panasonic,series 6,91,A,red,22,123,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,616
Samsung,series 6,80,D,green,21,80,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,377
HORIZON,series 6,99,A+,gray,19,80,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,544
Sony,series 2,95,A+,gray,21,108,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,252
Sony,series 4,90,A,yellow,23,80,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,580
Xiaomi,series 1,78,C,brown,20,125,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,568
Xiaomi,series 3,78,B,yellow,20,214,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,333
Philips,series 6,90,D,silver,20,80,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,328
Samsung,series 6,92,D,green,23,214,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,735
Panasonic,series 6,92,C,yellow,23,60,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,240
Panasonic,series 1,90,A,yellow,19,214,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,264
Sony,series 6,99,A+++,brown,21,60,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,292
Philips,series 1,80,A++,blue,23,108,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,280
Panasonic,series 6,97,B,blue,20,60,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,538
Panasonic,series 6,90,C,red,19,214,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,654
LG,series 5,95,A+,silver,21,125,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,392
Philips,series 1,92,A+,brown,22,80,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,236
Panasonic,series 2,92,D,blue,19,60,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,159
LG,series 5,97,B,green,22,108,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,336
HORIZON,series 5,99,D,silver,23,125,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,260
Xiaomi,series 3,91,A+++,red,21,214,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,332
Xiaomi,series 1,92,A+++,gray,19,214,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,289
Sony,series 5,91,D,red,21,108,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,302
HORIZON,series 4,78,A+,brown,19,108,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,564
Philips,series 6,91,A+++,silver,19,125,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,714
Samsung,series 3,90,A+++,yellow,20,108,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,358
Philips,series 2,90,B,gray,23,214,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,335
Panasonic,series 2,95,A+,blue,22,214,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,271
LG,series 4,95,D,silver,21,60,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,572
Panasonic,series 4,97,A++,green,22,108,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,251
Samsung,series 2,97,B,brown,22,80,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,276
Philips,series 2,90,A,green,21,108,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,582
Philips,series 4,99,D,red,19,123,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,604
Sony,series 3,99,A+++,brown,19,108,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,574
Xiaomi,series 4,92,D,blue,22,214,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,316
Samsung,series 4,97,C,yellow,23,60,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,590
Panasonic,series 3,91,A++,brown,22,108,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,246
Sony,series 5,95,B,brown,20,123,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,623
Philips,series 2,91,A+,gray,23,125,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,320
HORIZON,series 1,78,B,red,19,60,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,454
Panasonic,series 3,78,D,yellow,21,125,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,582
Samsung,series 5,90,A++,green,22,80,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,671
LG,series 3,97,B,silver,21,125,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,337
Samsung,series 4,78,B,brown,19,125,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,714
Xiaomi,series 5,97,A++,yellow,21,125,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,632
LG,series 5,90,D,silver,22,108,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,346
Samsung,series 5,78,C,silver,20,108,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,388
Samsung,series 1,78,D,silver,22,214,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,661
Panasonic,series 1,80,A+++,brown,22,214,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,286
Philips,series 4,85,B,yellow,22,108,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,621
HORIZON,series 3,95,D,red,21,80,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,172
Sony,series 3,80,A,blue,20,125,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,633
Panasonic,series 3,97,C,brown,23,60,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,170
HORIZON,series 5,90,B,silver,20,60,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,218
HORIZON,series 3,80,D,gray,21,80,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,497
HORIZON,series 5,91,A+,gray,20,123,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,583
HORIZON,series 3,97,A+++,silver,23,125,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,255
LG,series 4,80,B,green,19,125,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,389
Samsung,series 1,90,A++,red,21,214,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,372
Samsung,series 4,92,C,silver,21,108,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,342
Xiaomi,series 4,99,A+++,brown,23,60,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,230
Sony,series 3,99,A,yellow,21,60,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,517
LG,series 2,90,D,brown,22,80,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,266
Philips,series 4,78,B,red,22,214,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,391
Panasonic,series 4,78,C,yellow,23,214,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,325
LG,series 5,97,A+++,silver,23,80,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,635
LG,series 4,92,C,silver,19,108,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,324
Sony,series 1,92,A++,silver,19,108,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,544
HORIZON,series 2,97,A,yellow,21,80,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,462
LG,series 4,90,B,gray,21,80,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,317
Sony,series 1,80,D,silver,23,214,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,595
HORIZON,series 4,91,A++,blue,23,60,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,505
HORIZON,series 1,97,A,yellow,21,125,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,202
Philips,series 5,97,B,silver,21,123,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,637
Samsung,series 4,92,A+++,silver,19,125,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,709
HORIZON,series 1,85,B,green,22,214,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,541
Samsung,series 5,92,A+,silver,21,214,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,737
HORIZON,series 3,99,A++,yellow,22,214,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,566
HORIZON,series 5,91,A++,blue,23,80,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,245
LG,series 2,78,A+++,brown,19,60,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,294
HORIZON,series 5,99,A++,red,19,108,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,549
HORIZON,series 4,92,D,yellow,20,214,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,278
Philips,series 4,99,C,gray,22,123,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,606
Panasonic,series 3,99,A+++,blue,20,108,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,533
Samsung,series 2,91,D,blue,23,60,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,260
HORIZON,series 2,80,A+++,yellow,23,125,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,565
Philips,series 2,78,B,brown,22,108,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,591
Xiaomi,series 6,90,A++,gray,21,125,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,372
Samsung,series 1,91,A++,green,21,60,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,567
Samsung,series 6,92,A,red,22,60,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,651
LG,series 5,97,A+,red,19,214,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,709
Samsung,series 4,92,D,red,21,108,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,637
Panasonic,series 1,97,C,gray,21,60,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,132
HORIZON,series 6,95,C,brown,23,108,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,555
LG,series 1,85,A+++,red,19,108,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,304
LG,series 2,85,A,silver,21,123,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,627
LG,series 5,99,A+++,brown,20,108,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,653
Panasonic,series 5,99,A+,blue,19,108,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,564
LG,series 6,99,A,yellow,21,60,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,317
Xiaomi,series 2,85,C,blue,21,108,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,537
Panasonic,series 5,95,A+++,gray,20,80,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,263
Sony,series 2,91,B,blue,21,108,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,552
Xiaomi,series 3,78,B,silver,20,125,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,613
Panasonic,series 1,92,D,green,20,123,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,198
Panasonic,series 3,85,C,silver,23,125,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,275
Xiaomi,series 6,91,D,silver,21,80,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,582
HORIZON,series 3,91,B,green,23,125,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,550
Sony,series 4,90,A++,brown,21,125,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,652
Samsung,series 4,85,D,silver,20,214,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,413
LG,series 6,97,A++,blue,23,214,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,730
Xiaomi,series 5,95,C,green,21,214,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,337
HORIZON,series 6,85,D,silver,22,123,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,591
Sony,series 4,95,A++,silver,20,123,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,618
Sony,series 6,85,B,red,20,80,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,323
Philips,series 2,78,C,brown,21,214,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,347
Sony,series 1,92,A+++,silver,20,80,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,528
Samsung,series 5,85,C,silver,23,214,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,435
Philips,series 3,92,C,blue,23,214,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,340
LG,series 6,90,A,yellow,19,123,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,404
HORIZON,series 4,95,B,red,23,108,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,520
LG,series 6,92,C,red,21,80,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,642
LG,series 3,80,A,silver,22,123,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,651
Sony,series 6,85,A,gray,20,80,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,328
Philips,series 2,97,A+++,green,21,60,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,537
HORIZON,series 3,85,A,blue,23,80,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,205
Sony,series 6,97,A+,yellow,20,80,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,608
Philips,series 5,85,B,silver,20,60,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,603
Sony,series 2,78,B,blue,20,125,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,613
HORIZON,series 5,90,A++,silver,21,60,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,232
LG,series 4,91,B,silver,20,125,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,673
HORIZON,series 2,85,C,blue,23,108,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,195
Panasonic,series 2,91,A+++,silver,20,123,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,253
Philips,series 5,78,A++,silver,22,80,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,646
Samsung,series 6,80,C,silver,20,80,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,683
Samsung,series 1,91,A++,yellow,20,60,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,568
Xiaomi,series 2,90,B,yellow,22,60,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,196
Panasonic,series 2,91,B,red,20,108,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,213
Panasonic,series 2,80,B,blue,19,108,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,529
LG,series 1,99,A+++,brown,23,125,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,610
LG,series 3,97,A+,brown,21,123,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,627
Panasonic,series 2,85,B,green,22,60,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,181
Samsung,series 4,91,A,blue,21,125,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,697
LG,series 5,97,A,blue,19,108,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,344
HORIZON,series 1,80,A++,yellow,22,214,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,261
Philips,series 3,99,B,blue,20,125,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,313
Philips,series 4,99,D,silver,21,108,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,282
HORIZON,series 6,78,A+,brown,19,214,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,364
Philips,series 6,92,A+++,brown,19,60,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,629
HORIZON,series 3,91,A+++,blue,20,123,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,253
LG,series 6,85,A+++,green,23,60,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,660
Samsung,series 4,97,A+++,brown,19,60,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,619
Sony,series 5,99,A+,gray,23,123,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,320
Samsung,series 4,95,A++,red,19,60,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,319
Panasonic,series 4,95,A+++,brown,23,214,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,620
Philips,series 5,91,A,green,22,108,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,636
LG,series 5,78,D,silver,20,108,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,663
HORIZON,series 5,80,A+,gray,21,80,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,257
LG,series 1,91,D,silver,23,123,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,580
Panasonic,series 3,92,D,green,22,123,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,236
Panasonic,series 5,80,A+++,silver,23,125,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,645
Panasonic,series 1,92,C,gray,21,60,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,142
Panasonic,series 2,90,B,silver,20,80,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,198
Samsung,series 4,97,C,silver,19,214,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,694
Philips,series 1,80,A++,blue,23,60,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,240
